system:index,elevation,landslide,latitude,longitude,rainfall,slope,soil_moisture,.geo
1_0000000000000000003e_0,4132,1,27.341886734723694,88.92401614155165,3974.7544333967185,3.0674424,0.36703916884746374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003f_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0,2707,1,27.24307205347054,88.82520146029844,4350.783492687604,8.51478,0.3348720763237896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000041_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000042_0,2707,1,27.24307205347054,88.82520146029844,4350.783492687604,8.51478,0.3348720763237896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000043_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000044_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000045_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000046_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000047_0,2384,1,27.341886734723694,88.7263867790453,5563.639055255315,8.868174,0.398245123369048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000048_0,1571,1,27.24307205347054,88.7263867790453,5162.698353889844,5.479581,0.3862113970663588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007f_0,1328,1,27.24307205347054,88.42994273528586,4811.850558284184,2.387918,0.3948882406655992,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000080_0,1398,1,27.341886734723694,88.23231337277957,4419.284935358426,4.4086246,0.39005419239490835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000081_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000082_0,973,1,27.144257372217396,88.42994273528586,3436.8388608726477,3.0060594,0.3697770993484533,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000083_0,973,1,27.144257372217396,88.42994273528586,3436.8388608726477,3.0060594,0.3697770993484533,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000084_0,2571,1,27.44070141597684,88.62757209779215,6749.650429252049,5.88206,0.40815232611898883,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000085_0,1990,1,27.341886734723694,88.42994273528586,6373.079057100675,4.2554207,0.4121261539384353,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000086_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000088_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000089_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008a_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008b_0,1634,1,27.341886734723694,88.33112805403272,5460.916931990048,2.6057837,0.4053470717983698,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008c_0,1654,1,27.539516097229985,88.52875741653901,7720.826785329244,6.8262486,0.4228383377074871,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008d_0,973,1,27.144257372217396,88.42994273528586,3436.8388608726477,3.0060594,0.3697770993484533,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008e_0,2571,1,27.44070141597684,88.62757209779215,6749.650429252049,5.88206,0.40815232611898883,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008f_0,1398,1,27.341886734723694,88.23231337277957,4419.284935358426,4.4086246,0.39005419239490835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000090_0,3826,1,27.44070141597684,88.23231337277957,4658.155451777837,8.108406,0.39488303460731383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000091_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000092_0,3963,1,27.44070141597684,88.13349869152643,4302.144850853345,5.263776,0.39019099436312493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000093_0,2411,1,27.341886734723694,88.13349869152643,4081.038902762792,7.204021,0.3841329927716286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000094_0,2411,1,27.341886734723694,88.13349869152643,4081.038902762792,7.204021,0.3841329927716286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000095_0,2411,1,27.341886734723694,88.13349869152643,4081.038902762792,7.204021,0.3841329927716286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000096_0,2411,1,27.341886734723694,88.13349869152643,4081.038902762792,7.204021,0.3841329927716286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000097_0,3963,1,27.44070141597684,88.13349869152643,4302.144850853345,5.263776,0.39019099436312493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000098_0,3963,1,27.44070141597684,88.13349869152643,4302.144850853345,5.263776,0.39019099436312493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000099_0,3963,1,27.44070141597684,88.13349869152643,4302.144850853345,5.263776,0.39019099436312493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009a_0,3963,1,27.44070141597684,88.13349869152643,4302.144850853345,5.263776,0.39019099436312493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009b_0,3826,1,27.44070141597684,88.23231337277957,4658.155451777837,8.108406,0.39488303460731383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009c_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009d_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009e_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009f_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a0_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a1_0,3107,1,27.44070141597684,88.7263867790453,5455.583910706899,7.1745467,0.4011615965182839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a2_0,4274,1,27.44070141597684,88.03468401027328,4022.761236194036,5.801431,0.3863537908597374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a3_0,4274,1,27.44070141597684,88.03468401027328,4022.761236194036,5.801431,0.3863537908597374,"{""type"":""MultiPoint"",""coordinates"":[]}"
